beneficiary_id,household_id,name,age,gender,aadhaar_hash,income_band,caste_category,family_size,district,state,latitude,longitude,distance_to_hospital_km,is_enrolled,enrollment_date
BEN000594,HH000594,Vikram Kumar,54,M,AAD00000594,EWS,General,4,Mumbai,Maharashtra,32.6576,89.5026,17.51,True,2026-04-14 19:11:19.311070
BEN000595,HH000595,Anil Gupta,44,M,AAD00000595,APL,General,6,Ahmedabad,Gujarat,24.7629,95.6565,18.11,True,
BEN000596,HH000596,Vikram Reddy,26,M,AAD00000596,BPL,ST,7,Lucknow,Uttar Pradesh,29.5661,76.8439,63.6,True,2025-09-01 19:11:19.311070
BEN000597,HH000597,Priya Kumar,26,F,AAD00000597,APL,ST,10,Mumbai,Maharashtra,20.9596,81.9711,44.0,False,2025-08-13 19:11:19.311070
BEN000598,HH000598,Anita Khan,73,M,AAD00000598,BPL,SC,6,Kolkata,West Bengal,31.8341,93.9793,38.88,True,
BEN000599,HH000599,Kumar Singh,34,M,AAD00000599,BPL,General,10,Indore,Madhya Pradesh,22.886,77.1439,36.54,True,
BEN000600,HH000600,Priya Gupta,39,M,AAD00000600,APL,OBC,6,Chandigarh,Chandigarh,25.3785,80.8607,46.41,True,2025-07-24 19:11:19.311070
BEN000601,HH000601,Rajesh Sharma,76,F,AAD00000601,EWS,General,5,Surat,Gujarat,27.4341,83.7686,64.01,True,
BEN000602,HH000602,Deepa Singh,51,F,AAD00000602,APL,General,10,Lucknow,Uttar Pradesh,26.0634,84.2138,87.05,False,2025-11-02 19:11:19.311070
BEN000603,HH000603,Deepa Kumar,26,F,AAD00000603,EWS,General,4,Goa,Goa,25.2711,79.0636,97.71,True,2025-12-19 19:11:19.311070
BEN000604,HH000604,Anil Singh,18,M,AAD00000604,EWS,SC,6,Ahmedabad,Gujarat,17.1557,95.7539,61.77,True,
BEN000605,HH000605,Sunita Patel,54,F,AAD00000605,APL,SC,9,Delhi,Delhi,13.29,82.5951,28.98,True,
BEN000606,HH000606,Vikram Khan,31,F,AAD00000606,BPL,OBC,3,Jaipur,Rajasthan,16.7059,73.9779,89.8,True,2025-08-25 19:11:19.311070
BEN000607,HH000607,Priya Verma,18,M,AAD00000607,EWS,ST,7,Chandigarh,Chandigarh,15.9908,87.9754,5.2,True,2026-01-08 19:11:19.311070
BEN000608,HH000608,Vikram Sharma,59,F,AAD00000608,EWS,SC,7,Surat,Gujarat,33.0318,96.7598,38.67,False,2025-10-06 19:11:19.311070
BEN000609,HH000609,Kumar Patel,25,M,AAD00000609,APL,ST,6,Chandigarh,Chandigarh,20.9988,74.5271,19.55,False,
BEN000610,HH000610,Sunita Patel,52,F,AAD00000610,BPL,SC,8,Delhi,Delhi,30.201,90.9615,59.65,True,
BEN000611,HH000611,Kumar Khan,60,F,AAD00000611,APL,General,6,Goa,Goa,17.2828,83.6818,67.44,True,
BEN000612,HH000612,Anita Patel,36,F,AAD00000612,BPL,SC,10,Jaipur,Rajasthan,18.8376,72.9933,89.34,True,
BEN000613,HH000613,Rajesh Kumar,51,F,AAD00000613,EWS,SC,7,Goa,Goa,20.1594,71.5564,5.98,False,
BEN000614,HH000614,Priya Kumar,69,M,AAD00000614,EWS,SC,3,Delhi,Delhi,22.7222,73.0755,8.23,True,
BEN000615,HH000615,Deepa Khan,20,M,AAD00000615,APL,SC,2,Delhi,Delhi,12.9196,76.8653,69.64,True,
BEN000616,HH000616,Priya Reddy,32,M,AAD00000616,EWS,ST,10,Lucknow,Uttar Pradesh,16.4446,87.4729,39.6,True,
BEN000617,HH000617,Priya Gupta,76,F,AAD00000617,BPL,SC,3,Lucknow,Uttar Pradesh,25.9663,76.7913,19.89,True,2026-02-11 19:11:19.311070
BEN000618,HH000618,Deepa Khan,68,M,AAD00000618,EWS,General,8,Kolkata,West Bengal,30.8531,68.3841,3.51,True,
BEN000619,HH000619,Kumar Singh,44,M,AAD00000619,EWS,SC,6,Delhi,Delhi,21.7902,80.9345,55.13,True,2025-09-14 19:11:19.311070
BEN000620,HH000620,Rajesh Gupta,67,M,AAD00000620,APL,OBC,6,Surat,Gujarat,19.2546,90.0793,13.71,True,
BEN000621,HH000621,Sunita Gupta,45,M,AAD00000621,EWS,General,6,Delhi,Delhi,30.8543,76.4895,38.75,False,
BEN000622,HH000622,Vikram Verma,55,F,AAD00000622,EWS,OBC,5,Delhi,Delhi,18.3002,93.1233,43.37,True,2026-04-20 19:11:19.311070
BEN000623,HH000623,Rajesh Gupta,61,M,AAD00000623,APL,ST,5,Jaipur,Rajasthan,17.538,96.5833,40.82,True,2025-11-10 19:11:19.311070
BEN000624,HH000624,Deepa Singh,60,F,AAD00000624,BPL,SC,4,Ahmedabad,Gujarat,22.0603,68.2909,5.65,False,2025-12-21 19:11:19.311070
BEN000625,HH000625,Kumar Verma,59,M,AAD00000625,EWS,OBC,7,Ahmedabad,Gujarat,18.1963,84.8085,95.42,True,2026-03-27 19:11:19.311070
BEN000626,HH000626,Anita Verma,80,M,AAD00000626,APL,General,5,Hyderabad,Telangana,22.852,73.2624,92.68,True,
BEN000627,HH000627,Vikram Verma,24,F,AAD00000627,BPL,ST,9,Lucknow,Uttar Pradesh,13.9592,78.1116,77.76,False,2026-05-12 19:11:19.311070
BEN000628,HH000628,Anita Patel,75,M,AAD00000628,EWS,SC,3,Bengaluru,Karnataka,20.4891,71.4395,95.71,False,
BEN000629,HH000629,Priya Sharma,41,M,AAD00000629,APL,SC,9,Jaipur,Rajasthan,21.2086,74.5139,73.32,False,2026-06-16 19:11:19.311070
BEN000630,HH000630,Kumar Gupta,35,F,AAD00000630,BPL,SC,4,Hyderabad,Telangana,14.2305,80.871,42.84,True,
BEN000631,HH000631,Sunita Reddy,40,F,AAD00000631,EWS,SC,10,Ahmedabad,Gujarat,18.8763,87.9743,36.21,False,2025-09-02 19:11:19.311070
BEN000632,HH000632,Anita Reddy,80,F,AAD00000632,BPL,OBC,10,Goa,Goa,21.8798,81.5496,32.82,True,2026-06-23 19:11:19.311070
BEN000633,HH000633,Vikram Singh,19,F,AAD00000633,BPL,General,7,Bhopal,Madhya Pradesh,22.613,87.6566,62.72,True,2025-12-13 19:11:19.311070
BEN000634,HH000634,Vikram Kumar,37,F,AAD00000634,APL,OBC,4,Goa,Goa,26.298,95.0334,74.08,True,2025-08-23 19:11:19.311070
BEN000635,HH000635,Anil Singh,56,M,AAD00000635,APL,OBC,4,Ahmedabad,Gujarat,19.7437,87.0381,43.81,True,
BEN000636,HH000636,Deepa Sharma,72,M,AAD00000636,EWS,General,9,Lucknow,Uttar Pradesh,32.7899,74.1891,34.0,True,2026-03-20 19:11:19.312061
BEN000637,HH000637,Kumar Sharma,80,F,AAD00000637,EWS,OBC,5,Indore,Madhya Pradesh,30.6669,77.2594,98.24,False,
BEN000638,HH000638,Priya Reddy,39,M,AAD00000638,EWS,ST,3,Bhopal,Madhya Pradesh,29.8403,90.0071,42.83,True,2025-10-15 19:11:19.312061
BEN000639,HH000639,Anita Kumar,46,F,AAD00000639,BPL,SC,5,Hyderabad,Telangana,30.8278,93.7794,86.73,False,
BEN000640,HH000640,Rajesh Khan,29,M,AAD00000640,BPL,OBC,4,Ahmedabad,Gujarat,19.6243,70.2863,37.67,True,2025-12-27 19:11:19.312061
BEN000641,HH000641,Priya Sharma,61,F,AAD00000641,APL,ST,3,Pune,Maharashtra,34.3022,68.8453,87.34,True,2026-06-04 19:11:19.312061
BEN000642,HH000642,Sunita Reddy,36,F,AAD00000642,APL,OBC,4,Kolkata,West Bengal,17.5547,94.9844,32.9,True,
BEN000643,HH000643,Anita Reddy,62,F,AAD00000643,BPL,General,3,Chandigarh,Chandigarh,25.522,71.1335,24.86,True,
BEN000644,HH000644,Kumar Singh,66,F,AAD00000644,APL,General,9,Kolkata,West Bengal,13.0086,76.157,16.49,True,2026-03-30 19:11:19.312061
BEN000645,HH000645,Rajesh Patel,48,M,AAD00000645,EWS,OBC,4,Delhi,Delhi,31.2838,77.0463,8.41,False,
BEN000646,HH000646,Anita Reddy,76,M,AAD00000646,APL,General,7,Indore,Madhya Pradesh,29.8675,71.4402,64.52,True,2026-07-06 19:11:19.312061
BEN000647,HH000647,Kumar Patel,44,M,AAD00000647,BPL,General,10,Lucknow,Uttar Pradesh,27.2577,71.8551,88.79,True,2025-07-27 19:11:19.312061
BEN000648,HH000648,Deepa Kumar,68,M,AAD00000648,APL,OBC,7,Bengaluru,Karnataka,16.4748,78.7612,61.4,True,2026-03-15 19:11:19.312061
BEN000649,HH000649,Kumar Reddy,46,F,AAD00000649,APL,General,10,Surat,Gujarat,32.1099,68.5215,57.39,False,2025-12-04 19:11:19.312061
BEN000650,HH000650,Kumar Verma,66,F,AAD00000650,EWS,OBC,6,Chandigarh,Chandigarh,22.121,94.182,84.54,True,
BEN000651,HH000651,Anil Gupta,51,F,AAD00000651,BPL,General,4,Delhi,Delhi,14.6989,83.2641,38.73,True,
BEN000652,HH000652,Deepa Reddy,20,F,AAD00000652,EWS,General,10,Indore,Madhya Pradesh,23.279,79.7815,87.89,True,2025-12-13 19:11:19.312061
BEN000653,HH000653,Rajesh Sharma,80,F,AAD00000653,EWS,OBC,6,Jaipur,Rajasthan,32.8398,86.2113,26.4,True,
BEN000654,HH000654,Sunita Verma,51,M,AAD00000654,APL,OBC,8,Surat,Gujarat,26.7912,77.8683,45.3,False,
BEN000655,HH000655,Sunita Kumar,76,M,AAD00000655,EWS,ST,10,Mumbai,Maharashtra,15.4159,91.9473,40.53,True,
BEN000656,HH000656,Anil Gupta,51,F,AAD00000656,EWS,General,9,Delhi,Delhi,29.6961,88.1471,94.73,False,2026-06-11 19:11:19.312061
BEN000657,HH000657,Vikram Singh,64,M,AAD00000657,BPL,SC,8,Hyderabad,Telangana,22.0711,89.4618,7.15,True,
BEN000658,HH000658,Sunita Verma,27,F,AAD00000658,APL,General,3,Bengaluru,Karnataka,23.0977,83.937,18.08,True,
BEN000659,HH000659,Vikram Reddy,78,F,AAD00000659,EWS,ST,9,Bengaluru,Karnataka,16.1082,82.6399,24.22,True,2025-10-31 19:11:19.312061
BEN000660,HH000660,Kumar Verma,38,M,AAD00000660,APL,OBC,8,Indore,Madhya Pradesh,18.0929,86.4798,22.01,True,2026-01-12 19:11:19.312061
BEN000661,HH000661,Sunita Khan,80,M,AAD00000661,BPL,General,6,Bhopal,Madhya Pradesh,28.2145,69.7114,63.18,True,2025-07-28 19:11:19.312061
BEN000662,HH000662,Anil Sharma,76,F,AAD00000662,EWS,SC,4,Indore,Madhya Pradesh,19.8318,78.0462,49.01,True,
BEN000663,HH000663,Deepa Gupta,27,F,AAD00000663,EWS,ST,6,Bengaluru,Karnataka,22.0843,75.8308,78.92,True,
BEN000664,HH000664,Vikram Sharma,21,M,AAD00000664,APL,SC,4,Ahmedabad,Gujarat,28.5995,69.4681,69.07,True,
BEN000665,HH000665,Vikram Khan,39,M,AAD00000665,APL,SC,6,Mumbai,Maharashtra,31.9457,95.3966,16.13,False,2026-05-12 19:11:19.312061
BEN000666,HH000666,Vikram Verma,31,M,AAD00000666,APL,General,7,Mumbai,Maharashtra,12.3865,68.9111,67.66,True,2026-05-24 19:11:19.312061
BEN000667,HH000667,Sunita Kumar,52,F,AAD00000667,APL,SC,3,Lucknow,Uttar Pradesh,15.2553,88.8497,4.47,True,2025-10-14 19:11:19.312061
BEN000668,HH000668,Priya Khan,29,M,AAD00000668,BPL,OBC,7,Surat,Gujarat,23.1447,75.499,22.84,True,
BEN000669,HH000669,Rajesh Singh,52,M,AAD00000669,EWS,General,3,Mumbai,Maharashtra,18.3699,93.0581,86.73,True,
BEN000670,HH000670,Priya Gupta,36,M,AAD00000670,BPL,ST,3,Kolkata,West Bengal,31.2953,90.6635,5.79,True,2026-04-05 19:11:19.312061
BEN000671,HH000671,Priya Kumar,29,M,AAD00000671,EWS,OBC,6,Ahmedabad,Gujarat,16.548,94.6594,17.76,True,2026-04-01 19:11:19.312061
BEN000672,HH000672,Vikram Verma,58,F,AAD00000672,EWS,OBC,4,Surat,Gujarat,28.7588,71.8358,49.14,True,2025-11-04 19:11:19.312061
BEN000673,HH000673,Sunita Verma,77,M,AAD00000673,EWS,SC,10,Lucknow,Uttar Pradesh,27.4367,73.0588,49.77,True,
BEN000674,HH000674,Kumar Patel,54,M,AAD00000674,BPL,ST,5,Kolkata,West Bengal,29.9211,94.041,69.18,True,
BEN000675,HH000675,Anita Kumar,53,F,AAD00000675,BPL,SC,7,Lucknow,Uttar Pradesh,23.1306,71.5577,55.06,False,
BEN000676,HH000676,Anil Gupta,57,F,AAD00000676,BPL,SC,4,Hyderabad,Telangana,14.0628,85.0022,4.32,True,2025-12-22 19:11:19.312061
BEN000677,HH000677,Anil Verma,38,F,AAD00000677,APL,OBC,6,Jaipur,Rajasthan,25.4096,89.3293,81.71,True,
BEN000678,HH000678,Sunita Gupta,18,F,AAD00000678,EWS,ST,10,Delhi,Delhi,24.3343,89.6083,41.92,True,
BEN000679,HH000679,Anil Kumar,73,M,AAD00000679,EWS,General,9,Chandigarh,Chandigarh,31.7576,78.4751,73.97,True,2026-04-19 19:11:19.312061
BEN000680,HH000680,Anita Singh,68,M,AAD00000680,EWS,ST,5,Jaipur,Rajasthan,34.5901,88.4308,58.73,True,2026-04-27 19:11:19.312061
BEN000681,HH000681,Deepa Khan,45,M,AAD00000681,BPL,SC,5,Mumbai,Maharashtra,23.84,82.139,27.25,True,
BEN000682,HH000682,Rajesh Singh,65,M,AAD00000682,BPL,ST,5,Chandigarh,Chandigarh,25.4007,91.4365,17.02,True,2025-08-25 19:11:19.312061
BEN000683,HH000683,Kumar Reddy,41,F,AAD00000683,APL,SC,8,Hyderabad,Telangana,33.7794,96.4783,6.74,True,2026-02-05 19:11:19.312061
BEN000684,HH000684,Kumar Kumar,75,F,AAD00000684,BPL,General,7,Ahmedabad,Gujarat,20.3962,69.1757,18.73,True,2025-08-19 19:11:19.312061
BEN000685,HH000685,Kumar Gupta,53,M,AAD00000685,APL,General,4,Chandigarh,Chandigarh,23.421,80.2393,50.83,True,
BEN000686,HH000686,Kumar Verma,23,F,AAD00000686,EWS,SC,6,Bengaluru,Karnataka,28.9164,79.5601,2.49,True,
BEN000687,HH000687,Deepa Patel,54,F,AAD00000687,EWS,OBC,9,Ahmedabad,Gujarat,12.8395,78.4385,28.09,False,
BEN000688,HH000688,Anita Gupta,63,F,AAD00000688,BPL,General,2,Chandigarh,Chandigarh,28.3919,88.3862,94.34,False,
BEN000689,HH000689,Vikram Singh,72,M,AAD00000689,APL,SC,5,Ahmedabad,Gujarat,18.564,85.5085,57.02,True,2026-03-17 19:11:19.313064
BEN000690,HH000690,Anil Khan,74,F,AAD00000690,EWS,SC,7,Goa,Goa,30.8059,84.1763,81.74,True,2025-12-17 19:11:19.313064
BEN000691,HH000691,Anil Reddy,76,F,AAD00000691,APL,ST,5,Jaipur,Rajasthan,26.4349,85.6466,59.42,True,2026-05-20 19:11:19.313064
BEN000692,HH000692,Kumar Gupta,51,M,AAD00000692,APL,SC,5,Indore,Madhya Pradesh,34.1719,70.8744,51.09,True,
BEN000693,HH000693,Kumar Gupta,22,M,AAD00000693,EWS,ST,5,Bhopal,Madhya Pradesh,12.6882,74.3971,94.56,True,
BEN000694,HH000694,Anil Verma,65,F,AAD00000694,BPL,OBC,9,Surat,Gujarat,20.3803,95.7325,51.1,True,
BEN000695,HH000695,Anil Khan,79,F,AAD00000695,BPL,OBC,4,Lucknow,Uttar Pradesh,14.1249,86.8287,41.38,True,
BEN000696,HH000696,Rajesh Kumar,69,F,AAD00000696,EWS,General,6,Kolkata,West Bengal,26.7628,72.5553,32.9,True,2026-06-08 19:11:19.313064
BEN000697,HH000697,Anita Gupta,30,M,AAD00000697,EWS,OBC,5,Surat,Gujarat,31.0372,95.3571,47.14,True,2026-02-16 19:11:19.313064
BEN000698,HH000698,Deepa Verma,75,M,AAD00000698,BPL,General,5,Chennai,Tamil Nadu,18.8582,70.9588,60.7,True,2025-09-06 19:11:19.313064
BEN000699,HH000699,Rajesh Khan,75,F,AAD00000699,APL,OBC,10,Jaipur,Rajasthan,12.2179,70.2814,81.86,True,2026-04-13 19:11:19.313064
BEN000700,HH000700,Sunita Sharma,41,F,AAD00000700,APL,General,7,Bhopal,Madhya Pradesh,27.1429,95.6804,83.92,True,2026-03-23 19:11:19.313064
BEN000701,HH000701,Sunita Sharma,45,M,AAD00000701,EWS,ST,4,Bhopal,Madhya Pradesh,20.1125,93.5346,21.48,True,
BEN000702,HH000702,Kumar Gupta,58,M,AAD00000702,APL,SC,10,Jaipur,Rajasthan,22.2084,87.1325,28.1,True,2026-03-10 19:11:19.313064
BEN000703,HH000703,Anita Sharma,58,F,AAD00000703,EWS,SC,7,Ahmedabad,Gujarat,34.343,84.6887,95.45,True,
BEN000704,HH000704,Priya Reddy,46,M,AAD00000704,BPL,SC,10,Goa,Goa,14.1857,84.1302,79.86,True,2026-02-09 19:11:19.313064
BEN000705,HH000705,Sunita Reddy,63,F,AAD00000705,EWS,General,9,Delhi,Delhi,20.4167,87.2105,40.85,False,
BEN000706,HH000706,Anil Singh,63,F,AAD00000706,EWS,SC,10,Kolkata,West Bengal,32.9861,72.9767,92.01,True,2025-11-30 19:11:19.313064
BEN000707,HH000707,Sunita Kumar,19,M,AAD00000707,EWS,ST,3,Jaipur,Rajasthan,13.4674,87.9394,81.07,True,2025-08-11 19:11:19.313064
BEN000708,HH000708,Kumar Verma,66,M,AAD00000708,BPL,SC,5,Chennai,Tamil Nadu,12.9432,83.2174,72.37,True,2025-10-16 19:11:19.313064
BEN000709,HH000709,Rajesh Verma,63,F,AAD00000709,APL,OBC,9,Goa,Goa,24.0075,69.1258,6.16,False,2025-08-10 19:11:19.313064
BEN000710,HH000710,Kumar Patel,54,M,AAD00000710,BPL,General,7,Chennai,Tamil Nadu,19.4384,78.5804,70.62,True,
BEN000711,HH000711,Deepa Patel,72,M,AAD00000711,BPL,General,6,Kolkata,West Bengal,32.8945,93.9384,33.73,True,2026-07-17 19:11:19.313064
BEN000712,HH000712,Vikram Patel,40,M,AAD00000712,BPL,SC,8,Mumbai,Maharashtra,32.5892,78.4698,96.05,True,
BEN000713,HH000713,Anita Singh,70,F,AAD00000713,BPL,OBC,8,Jaipur,Rajasthan,14.7233,72.1219,67.71,True,
BEN000714,HH000714,Priya Singh,58,F,AAD00000714,APL,SC,9,Kolkata,West Bengal,34.0284,88.0426,69.91,True,
BEN000715,HH000715,Kumar Patel,20,M,AAD00000715,APL,SC,5,Hyderabad,Telangana,28.5828,80.4015,71.82,True,2026-04-19 19:11:19.313064
BEN000716,HH000716,Rajesh Sharma,54,M,AAD00000716,APL,SC,3,Ahmedabad,Gujarat,15.9152,91.9564,63.46,True,
BEN000717,HH000717,Kumar Reddy,34,F,AAD00000717,APL,OBC,10,Mumbai,Maharashtra,24.6525,84.0059,86.69,False,2026-02-23 19:11:19.313064
BEN000718,HH000718,Anil Kumar,65,M,AAD00000718,APL,OBC,2,Surat,Gujarat,24.6765,79.0617,50.54,True,
BEN000719,HH000719,Kumar Gupta,35,M,AAD00000719,EWS,SC,4,Ahmedabad,Gujarat,29.1186,79.0878,65.57,False,2025-11-17 19:11:19.313064
BEN000720,HH000720,Kumar Reddy,59,M,AAD00000720,EWS,OBC,10,Bhopal,Madhya Pradesh,16.3478,78.6341,14.63,True,2026-07-10 19:11:19.313064
BEN000721,HH000721,Priya Verma,28,F,AAD00000721,EWS,SC,3,Ahmedabad,Gujarat,34.2908,79.041,19.55,True,
BEN000722,HH000722,Sunita Reddy,50,M,AAD00000722,APL,General,2,Bhopal,Madhya Pradesh,12.7798,96.0126,14.84,False,2025-12-02 19:11:19.313064
BEN000723,HH000723,Anil Khan,43,M,AAD00000723,APL,ST,3,Hyderabad,Telangana,33.3121,75.9062,42.63,True,
BEN000724,HH000724,Anita Patel,46,F,AAD00000724,APL,OBC,10,Bhopal,Madhya Pradesh,20.2154,94.6922,12.01,True,
BEN000725,HH000725,Sunita Gupta,69,M,AAD00000725,APL,ST,4,Goa,Goa,23.922,76.28,89.11,True,
BEN000726,HH000726,Priya Patel,31,M,AAD00000726,EWS,General,2,Surat,Gujarat,22.8013,88.5229,17.57,True,2026-01-26 19:11:19.313064
BEN000727,HH000727,Deepa Reddy,71,M,AAD00000727,EWS,General,2,Surat,Gujarat,13.1877,78.8362,63.89,True,2025-10-14 19:11:19.313064
BEN000728,HH000728,Deepa Singh,36,F,AAD00000728,EWS,ST,5,Indore,Madhya Pradesh,24.167,90.2824,55.42,True,2025-07-31 19:11:19.313064
BEN000729,HH000729,Sunita Kumar,36,F,AAD00000729,BPL,SC,10,Indore,Madhya Pradesh,28.8849,74.4206,51.14,True,2026-07-09 19:11:19.313064
BEN000730,HH000730,Priya Reddy,25,M,AAD00000730,BPL,SC,8,Hyderabad,Telangana,29.62,93.8479,70.21,True,
BEN000731,HH000731,Anil Reddy,61,M,AAD00000731,BPL,ST,8,Goa,Goa,22.2627,68.0429,37.92,False,
BEN000732,HH000732,Anita Gupta,39,M,AAD00000732,BPL,ST,7,Goa,Goa,16.8886,83.3921,33.07,True,2026-04-21 19:11:19.313064
BEN000733,HH000733,Anil Kumar,21,M,AAD00000733,APL,OBC,10,Kolkata,West Bengal,22.068,68.4613,55.62,True,
BEN000734,HH000734,Deepa Patel,75,F,AAD00000734,EWS,SC,10,Ahmedabad,Gujarat,31.7169,69.0552,8.33,True,2026-03-02 19:11:19.313064
BEN000735,HH000735,Priya Singh,62,M,AAD00000735,APL,OBC,3,Surat,Gujarat,28.6942,71.5582,44.21,True,
BEN000736,HH000736,Vikram Kumar,39,F,AAD00000736,EWS,General,6,Delhi,Delhi,23.1476,75.9844,47.58,True,2026-04-30 19:11:19.313064
BEN000737,HH000737,Deepa Singh,52,M,AAD00000737,BPL,General,7,Ahmedabad,Gujarat,28.5415,87.9352,28.54,True,2026-02-15 19:11:19.313064
BEN000738,HH000738,Sunita Singh,58,M,AAD00000738,APL,SC,5,Bhopal,Madhya Pradesh,30.5593,88.4149,22.76,True,2026-02-24 19:11:19.313064
BEN000739,HH000739,Kumar Singh,70,M,AAD00000739,BPL,OBC,5,Ahmedabad,Gujarat,15.252,78.4274,2.22,True,2026-05-03 19:11:19.314040
BEN000740,HH000740,Priya Sharma,19,F,AAD00000740,EWS,OBC,3,Mumbai,Maharashtra,30.5782,69.0802,68.57,True,2025-09-30 19:11:19.314040
BEN000741,HH000741,Priya Singh,68,M,AAD00000741,APL,OBC,8,Bengaluru,Karnataka,26.8673,89.9237,44.43,False,2025-07-22 19:11:19.314040
BEN000742,HH000742,Deepa Gupta,78,F,AAD00000742,APL,SC,10,Chandigarh,Chandigarh,18.8008,93.4968,10.07,False,
BEN000743,HH000743,Vikram Sharma,42,M,AAD00000743,EWS,ST,8,Chennai,Tamil Nadu,34.5162,91.9511,42.73,True,
BEN000744,HH000744,Anita Patel,31,M,AAD00000744,EWS,SC,10,Lucknow,Uttar Pradesh,29.377,71.4486,52.04,True,2025-09-09 19:11:19.314040
BEN000745,HH000745,Vikram Verma,19,F,AAD00000745,BPL,SC,9,Surat,Gujarat,31.6546,70.2899,98.08,False,2025-08-23 19:11:19.314040
BEN000746,HH000746,Sunita Verma,37,M,AAD00000746,BPL,General,3,Lucknow,Uttar Pradesh,23.9729,75.0514,74.54,True,2026-03-18 19:11:19.314040
BEN000747,HH000747,Priya Verma,20,M,AAD00000747,APL,SC,9,Surat,Gujarat,13.5699,93.715,37.83,True,2025-09-22 19:11:19.314040
BEN000748,HH000748,Rajesh Khan,75,F,AAD00000748,EWS,General,4,Lucknow,Uttar Pradesh,13.6182,75.6256,32.02,True,2025-10-23 19:11:19.314040
BEN000749,HH000749,Anil Reddy,59,F,AAD00000749,APL,General,7,Goa,Goa,29.3753,92.8852,58.51,True,2026-02-16 19:11:19.314040
BEN000750,HH000750,Anil Khan,24,F,AAD00000750,EWS,SC,2,Chandigarh,Chandigarh,26.6454,70.1885,51.21,True,2026-02-05 19:11:19.314040
BEN000751,HH000751,Anil Singh,33,M,AAD00000751,APL,SC,7,Indore,Madhya Pradesh,15.7628,85.673,27.97,True,
BEN000752,HH000752,Anil Reddy,36,M,AAD00000752,APL,General,4,Lucknow,Uttar Pradesh,19.6642,81.9971,14.12,True,2025-07-31 19:11:19.314040
BEN000753,HH000753,Priya Khan,59,M,AAD00000753,BPL,ST,9,Delhi,Delhi,32.7143,85.4431,76.8,True,
BEN000754,HH000754,Anita Gupta,75,F,AAD00000754,APL,General,7,Mumbai,Maharashtra,27.1364,84.1066,71.51,True,
BEN000755,HH000755,Anil Gupta,28,M,AAD00000755,BPL,General,2,Bengaluru,Karnataka,15.027,71.6596,7.38,True,
BEN000756,HH000756,Kumar Khan,38,F,AAD00000756,EWS,OBC,6,Delhi,Delhi,33.1672,85.2393,58.27,True,2026-04-02 19:11:19.314040
BEN000757,HH000757,Anil Gupta,65,M,AAD00000757,APL,ST,2,Ahmedabad,Gujarat,31.9066,68.0256,13.0,True,
BEN000758,HH000758,Priya Singh,64,M,AAD00000758,EWS,SC,3,Hyderabad,Telangana,14.1486,86.4353,89.02,True,2026-03-18 19:11:19.314040
BEN000759,HH000759,Rajesh Patel,40,F,AAD00000759,EWS,OBC,9,Delhi,Delhi,28.631,86.3713,4.0,True,
BEN000760,HH000760,Vikram Khan,23,M,AAD00000760,APL,OBC,7,Bengaluru,Karnataka,25.7441,83.0617,41.45,False,
BEN000761,HH000761,Sunita Khan,20,F,AAD00000761,BPL,General,3,Ahmedabad,Gujarat,25.581,86.344,58.76,True,
BEN000762,HH000762,Rajesh Kumar,75,M,AAD00000762,BPL,General,9,Goa,Goa,20.0466,94.0901,17.15,True,2025-09-19 19:11:19.314040
BEN000763,HH000763,Rajesh Sharma,50,M,AAD00000763,EWS,ST,10,Chandigarh,Chandigarh,24.261,91.7052,99.31,True,
BEN000764,HH000764,Kumar Patel,48,F,AAD00000764,APL,SC,2,Indore,Madhya Pradesh,12.1115,71.1641,91.64,True,
BEN000765,HH000765,Deepa Singh,19,M,AAD00000765,APL,OBC,4,Surat,Gujarat,27.915,94.5669,21.61,False,2026-01-26 19:11:19.314040
BEN000766,HH000766,Vikram Sharma,29,F,AAD00000766,APL,OBC,8,Mumbai,Maharashtra,26.7084,91.5335,58.76,True,
BEN000767,HH000767,Sunita Gupta,32,M,AAD00000767,EWS,OBC,7,Surat,Gujarat,28.0402,92.3377,43.36,True,
BEN000768,HH000768,Kumar Patel,47,F,AAD00000768,APL,ST,6,Bengaluru,Karnataka,15.918,88.7251,55.65,True,2025-11-07 19:11:19.314040
BEN000769,HH000769,Vikram Reddy,49,F,AAD00000769,BPL,ST,4,Hyderabad,Telangana,34.8782,84.0587,62.84,True,2025-08-13 19:11:19.314040
BEN000770,HH000770,Sunita Singh,26,F,AAD00000770,EWS,ST,6,Delhi,Delhi,29.6772,87.0995,14.01,True,
BEN000771,HH000771,Rajesh Singh,37,F,AAD00000771,APL,ST,7,Goa,Goa,19.593,91.1648,80.21,True,2025-10-17 19:11:19.314040
BEN000772,HH000772,Vikram Verma,20,M,AAD00000772,APL,ST,6,Jaipur,Rajasthan,25.0515,74.3513,53.16,True,2026-04-24 19:11:19.314040
BEN000773,HH000773,Anil Reddy,48,M,AAD00000773,EWS,General,9,Bengaluru,Karnataka,20.6338,75.9035,30.07,True,2026-06-19 19:11:19.314040
BEN000774,HH000774,Sunita Patel,29,F,AAD00000774,APL,SC,7,Ahmedabad,Gujarat,27.9962,88.5949,98.21,True,2026-05-20 19:11:19.314040
BEN000775,HH000775,Anil Khan,30,M,AAD00000775,EWS,OBC,10,Goa,Goa,22.6689,83.4338,53.33,True,2026-04-30 19:11:19.314040
