household_id,name,district,status,matched_beneficiary,confidence,action,recommendation,priority_score,eligibility_details,timestamp,priority_rank,global_priority_rank
HH004371,Kumar Patel,Surat,already_enrolled,BEN004371,100.0,none,,,,,,
HH004373,Vikram Reddy,Surat,already_enrolled,BEN004373,100.0,none,,,,,,
HH004374,Priya Singh,Surat,already_enrolled,BEN001494,93.0909090909091,none,,,,,,
HH004379,Vikram Khan,Surat,already_enrolled,BEN004379,100.0,none,,,,,,
HH004382,Priya Reddy,Surat,already_enrolled,BEN004382,100.0,none,,,,,,
HH004385,Rajesh Gupta,Surat,already_enrolled,BEN004355,100.0,none,,,,,,
HH004391,Rajesh Khan,Surat,already_enrolled,BEN004391,100.0,none,,,,,,
HH004395,Anita Kumar,Surat,already_enrolled,BEN004395,100.0,none,,,,,,
HH004431,Sunita Reddy,Surat,already_enrolled,BEN004431,100.0,none,,,,,,
HH004432,Deepa Kumar,Surat,already_enrolled,BEN004432,100.0,none,,,,,,
HH004468,Rajesh Patel,Surat,already_enrolled,BEN004468,100.0,none,,,,,,
HH004471,Deepa Reddy,Surat,already_enrolled,BEN004572,96.72727272727273,none,,,,,,
HH004472,Priya Kumar,Surat,already_enrolled,BEN004472,100.0,none,,,,,,
HH004476,Vikram Sharma,Surat,already_enrolled,BEN004476,100.0,none,,,,,,
HH004478,Priya Khan,Surat,already_enrolled,BEN004478,100.0,none,,,,,,
HH004495,Priya Reddy,Surat,already_enrolled,BEN004495,100.0,none,,,,,,
HH004501,Anita Reddy,Surat,already_enrolled,BEN004501,100.0,none,,,,,,
HH004508,Vikram Singh,Surat,already_enrolled,BEN001512,93.0909090909091,none,,,,,,
HH004538,Deepa Kumar,Surat,already_enrolled,BEN004432,96.72727272727273,none,,,,,,
HH004547,Vikram Gupta,Surat,already_enrolled,BEN004547,100.0,none,,,,,,
HH004572,Deepa Reddy,Surat,already_enrolled,BEN004572,100.0,none,,,,,,
HH004596,Deepa Khan,Surat,already_enrolled,BEN004596,100.0,none,,,,,,
HH004603,Rajesh Reddy,Surat,already_enrolled,BEN004603,100.0,none,,,,,,
HH004610,Anil Khan,Surat,already_enrolled,BEN004610,100.0,none,,,,,,
HH004621,Kumar Gupta,Surat,already_enrolled,BEN004621,100.0,none,,,,,,
HH004631,Kumar Khan,Surat,already_enrolled,BEN004631,100.0,none,,,,,,
HH004635,Anita Gupta,Surat,already_enrolled,BEN004635,100.0,none,,,,,,
HH004636,Kumar Gupta,Surat,already_enrolled,BEN004636,100.0,none,,,,,,
HH004637,Kumar Verma,Surat,already_enrolled,BEN003666,93.0909090909091,none,,,,,,
HH004668,Priya Gupta,Surat,already_enrolled,BEN004668,100.0,none,,,,,,
HH004675,Anita Singh,Surat,already_enrolled,BEN003875,96.72727272727273,none,,,,,,
HH004678,Anita Khan,Surat,already_enrolled,BEN004678,100.0,none,,,,,,
HH004705,Anita Gupta,Surat,already_enrolled,BEN004705,100.0,none,,,,,,
HH004707,Deepa Verma,Surat,already_enrolled,BEN004707,100.0,none,,,,,,
HH004711,Anil Verma,Surat,already_enrolled,BEN004711,100.0,none,,,,,,
HH004718,Sunita Kumar,Surat,already_enrolled,BEN004718,100.0,none,,,,,,
HH004737,Rajesh Singh,Surat,already_enrolled,BEN004737,100.0,none,,,,,,
HH004759,Vikram Patel,Surat,already_enrolled,BEN004759,100.0,none,,,,,,
HH004767,Kumar Singh,Surat,already_enrolled,BEN004767,100.0,none,,,,,,
HH004795,Rajesh Sharma,Surat,already_enrolled,BEN004795,100.0,none,,,,,,
HH004802,Anita Reddy,Surat,already_enrolled,BEN004802,100.0,none,,,,,,
HH004804,Priya Verma,Surat,already_enrolled,BEN004804,100.0,none,,,,,,
HH004811,Vikram Patel,Surat,already_enrolled,BEN004811,100.0,none,,,,,,
HH004817,Vikram Verma,Surat,already_enrolled,BEN004817,100.0,none,,,,,,
HH004818,Anita Verma,Surat,already_enrolled,BEN004818,100.0,none,,,,,,
HH004823,Sunita Patel,Surat,already_enrolled,BEN004823,100.0,none,,,,,,
HH004840,Anita Gupta,Surat,already_enrolled,BEN004200,96.72727272727273,none,,,,,,
HH004857,Kumar Gupta,Surat,already_enrolled,BEN004857,100.0,none,,,,,,
HH004861,Sunita Verma,Surat,already_enrolled,BEN004861,100.0,none,,,,,,
HH004878,Vikram Patel,Surat,already_enrolled,BEN004878,100.0,none,,,,,,
HH004882,Anil Gupta,Surat,already_enrolled,BEN004882,100.0,none,,,,,,
HH004897,Anita Sharma,Surat,already_enrolled,BEN004897,100.0,none,,,,,,
HH004907,Deepa Patel,Surat,already_enrolled,BEN004907,100.0,none,,,,,,
HH004910,Kumar Singh,Surat,already_enrolled,BEN004910,100.0,none,,,,,,
HH004949,Sunita Sharma,Surat,already_enrolled,BEN004949,100.0,none,,,,,,
HH004967,Vikram Kumar,Surat,already_enrolled,BEN004967,100.0,none,,,,,,
HH004971,Anil Gupta,Surat,already_enrolled,BEN004971,100.0,none,,,,,,
HH004983,Anita Patel,Surat,already_enrolled,BEN004983,100.0,none,,,,,,
HH004990,Anil Khan,Surat,already_enrolled,BEN004990,100.0,none,,,,,,
HH004995,Anil Sharma,Surat,already_enrolled,BEN004995,100.0,none,,,,,,
HH000003,Deepa Gupta,Delhi,already_enrolled,BEN000003,100.0,none,,,,,,
HH000017,Anita Gupta,Delhi,already_enrolled,BEN000017,100.0,none,,,,,,
HH000026,Anil Gupta,Delhi,already_enrolled,BEN000026,100.0,none,,,,,,
HH000032,Sunita Khan,Delhi,already_enrolled,BEN000032,100.0,none,,,,,,
HH000038,Vikram Sharma,Delhi,already_enrolled,BEN000038,100.0,none,,,,,,
HH000100,Deepa Reddy,Delhi,already_enrolled,BEN000100,100.0,none,,,,,,
HH000125,Rajesh Singh,Delhi,already_enrolled,BEN000125,100.0,none,,,,,,
HH000130,Anil Sharma,Delhi,already_enrolled,BEN000130,100.0,none,,,,,,
HH000160,Rajesh Kumar,Delhi,already_enrolled,BEN000160,100.0,none,,,,,,
HH000163,Anil Patel,Delhi,already_enrolled,BEN000163,100.0,none,,,,,,
HH000207,Vikram Gupta,Delhi,already_enrolled,BEN000207,100.0,none,,,,,,
HH000261,Rajesh Reddy,Delhi,already_enrolled,BEN000261,100.0,none,,,,,,
HH000262,Anita Patel,Delhi,already_enrolled,BEN000262,100.0,none,,,,,,
HH000280,Anita Verma,Delhi,already_enrolled,BEN000280,100.0,none,,,,,,
HH000299,Vikram Patel,Delhi,already_enrolled,BEN000299,100.0,none,,,,,,
HH000414,Vikram Gupta,Delhi,already_enrolled,BEN000414,100.0,none,,,,,,
HH000447,Kumar Reddy,Delhi,already_enrolled,BEN004380,89.45454545454545,none,,,,,,
HH000448,Kumar Gupta,Delhi,already_enrolled,BEN000448,100.0,none,,,,,,
HH000456,Sunita Patel,Delhi,already_enrolled,BEN000456,100.0,none,,,,,,
HH000458,Rajesh Singh,Delhi,already_enrolled,BEN000458,100.0,none,,,,,,
HH000462,Sunita Gupta,Delhi,already_enrolled,BEN000678,93.0909090909091,none,,,,,,
HH000476,Priya Patel,Delhi,already_enrolled,BEN000476,100.0,none,,,,,,
HH000500,Deepa Kumar,Delhi,already_enrolled,BEN001420,93.0909090909091,none,,,,,,
HH000541,Deepa Khan,Delhi,already_enrolled,BEN000541,100.0,none,,,,,,
HH000547,Kumar Khan,Delhi,already_enrolled,BEN000547,100.0,none,,,,,,
HH000564,Anil Kumar,Delhi,already_enrolled,BEN000564,100.0,none,,,,,,
HH000605,Sunita Patel,Delhi,already_enrolled,BEN000605,100.0,none,,,,,,
HH000610,Sunita Patel,Delhi,already_enrolled,BEN000610,100.0,none,,,,,,
HH000614,Priya Kumar,Delhi,already_enrolled,BEN000614,100.0,none,,,,,,
HH000615,Deepa Khan,Delhi,already_enrolled,BEN000615,100.0,none,,,,,,
HH000619,Kumar Singh,Delhi,already_enrolled,BEN000619,100.0,none,,,,,,
HH000621,Sunita Gupta,Delhi,already_enrolled,BEN000678,96.72727272727273,none,,,,,,
HH000622,Vikram Verma,Delhi,already_enrolled,BEN000622,100.0,none,,,,,,
HH000645,Rajesh Patel,Delhi,already_enrolled,BEN000759,93.0909090909091,none,,,,,,
HH000651,Anil Gupta,Delhi,already_enrolled,BEN000651,100.0,none,,,,,,
HH000656,Anil Gupta,Delhi,already_enrolled,BEN000651,100.0,none,,,,,,
HH000678,Sunita Gupta,Delhi,already_enrolled,BEN000678,100.0,none,,,,,,
HH000705,Sunita Reddy,Delhi,already_enrolled,BEN001057,89.45454545454545,none,,,,,,
HH000736,Vikram Kumar,Delhi,already_enrolled,BEN000736,100.0,none,,,,,,
HH000753,Priya Khan,Delhi,already_enrolled,BEN000753,100.0,none,,,,,,
HH000756,Kumar Khan,Delhi,already_enrolled,BEN000756,100.0,none,,,,,,
HH000759,Rajesh Patel,Delhi,already_enrolled,BEN000759,100.0,none,,,,,,
HH000770,Sunita Singh,Delhi,already_enrolled,BEN000770,100.0,none,,,,,,
HH000778,Priya Gupta,Delhi,already_enrolled,BEN000778,100.0,none,,,,,,
HH000783,Anita Singh,Delhi,already_enrolled,BEN000783,100.0,none,,,,,,
HH000802,Sunita Verma,Delhi,already_enrolled,BEN000802,100.0,none,,,,,,
HH000813,Vikram Khan,Delhi,already_enrolled,BEN000813,100.0,none,,,,,,
HH000874,Kumar Khan,Delhi,already_enrolled,BEN000874,100.0,none,,,,,,
HH000880,Rajesh Sharma,Delhi,already_enrolled,BEN000880,100.0,none,,,,,,
HH000881,Anita Verma,Delhi,already_enrolled,BEN000881,100.0,none,,,,,,
HH000889,Priya Khan,Delhi,already_enrolled,BEN000889,100.0,none,,,,,,
HH000899,Anil Patel,Delhi,already_enrolled,BEN000899,100.0,none,,,,,,
HH000909,Deepa Patel,Delhi,already_enrolled,BEN000909,100.0,none,,,,,,
HH000920,Priya Verma,Delhi,already_enrolled,BEN000920,100.0,none,,,,,,
HH000954,Vikram Singh,Delhi,already_enrolled,BEN001937,93.0909090909091,none,,,,,,
HH000960,Kumar Gupta,Delhi,already_enrolled,BEN000960,100.0,none,,,,,,
HH001018,Anil Sharma,Delhi,already_enrolled,BEN001018,100.0,none,,,,,,
HH001041,Deepa Singh,Delhi,already_enrolled,BEN001041,100.0,none,,,,,,
HH001057,Sunita Reddy,Delhi,already_enrolled,BEN001057,100.0,none,,,,,,
HH001060,Rajesh Gupta,Delhi,already_enrolled,BEN002130,93.0909090909091,none,,,,,,
HH001092,Anil Gupta,Delhi,already_enrolled,BEN001092,100.0,none,,,,,,
HH001098,Anil Singh,Delhi,already_enrolled,BEN001098,100.0,none,,,,,,
HH001124,Priya Singh,Delhi,already_enrolled,BEN001124,100.0,none,,,,,,
HH001130,Priya Kumar,Delhi,already_enrolled,BEN001508,93.0909090909091,none,,,,,,
HH001137,Kumar Singh,Delhi,already_enrolled,BEN001137,100.0,none,,,,,,
HH001142,Vikram Patel,Delhi,already_enrolled,BEN002157,93.0909090909091,none,,,,,,
HH001156,Sunita Verma,Delhi,already_enrolled,BEN001957,96.72727272727273,none,,,,,,
HH001185,Vikram Gupta,Delhi,already_enrolled,BEN001185,100.0,none,,,,,,
HH001188,Priya Gupta,Delhi,already_enrolled,BEN000778,93.0909090909091,none,,,,,,
HH001207,Rajesh Reddy,Delhi,already_enrolled,BEN001207,100.0,none,,,,,,
HH001242,Sunita Sharma,Delhi,already_enrolled,BEN002523,89.45454545454545,none,,,,,,
HH001254,Anil Reddy,Delhi,already_enrolled,BEN001254,100.0,none,,,,,,
HH001268,Anil Khan,Delhi,already_enrolled,BEN001268,100.0,none,,,,,,
HH001271,Anil Verma,Delhi,already_enrolled,BEN001271,100.0,none,,,,,,
HH001272,Deepa Singh,Delhi,already_enrolled,BEN001272,100.0,none,,,,,,
HH001277,Vikram Singh,Delhi,already_enrolled,BEN001277,100.0,none,,,,,,
HH001290,Sunita Reddy,Delhi,already_enrolled,BEN001290,100.0,none,,,,,,
HH001302,Vikram Kumar,Delhi,already_enrolled,BEN001302,100.0,none,,,,,,
HH001305,Vikram Verma,Delhi,already_enrolled,BEN000622,89.45454545454545,none,,,,,,
HH001313,Anil Verma,Delhi,already_enrolled,BEN001313,100.0,none,,,,,,
HH001318,Sunita Kumar,Delhi,already_enrolled,BEN002714,93.0909090909091,none,,,,,,
HH001327,Rajesh Sharma,Delhi,already_enrolled,BEN001327,100.0,none,,,,,,
HH001331,Priya Sharma,Delhi,already_enrolled,BEN001331,100.0,none,,,,,,
HH001345,Vikram Kumar,Delhi,already_enrolled,BEN001302,96.72727272727273,none,,,,,,
HH001364,Anil Patel,Delhi,already_enrolled,BEN001364,100.0,none,,,,,,
HH001383,Kumar Patel,Delhi,already_enrolled,BEN001383,100.0,none,,,,,,
HH001391,Priya Verma,Delhi,already_enrolled,BEN001391,100.0,none,,,,,,
HH001409,Kumar Reddy,Delhi,already_enrolled,BEN004380,89.45454545454545,none,,,,,,
HH001420,Deepa Kumar,Delhi,already_enrolled,BEN001420,100.0,none,,,,,,
HH001426,Anita Khan,Delhi,already_enrolled,BEN001426,100.0,none,,,,,,
HH001441,Deepa Gupta,Delhi,already_enrolled,BEN001441,100.0,none,,,,,,
HH001451,Anil Gupta,Delhi,already_enrolled,BEN001451,100.0,none,,,,,,
HH001478,Sunita Patel,Delhi,already_enrolled,BEN001478,100.0,none,,,,,,
HH001508,Priya Kumar,Delhi,already_enrolled,BEN001508,100.0,none,,,,,,
HH001516,Sunita Khan,Delhi,already_enrolled,BEN001516,100.0,none,,,,,,
HH001539,Sunita Khan,Delhi,already_enrolled,BEN001539,100.0,none,,,,,,
HH001543,Anita Patel,Delhi,already_enrolled,BEN001543,100.0,none,,,,,,
HH001547,Deepa Singh,Delhi,already_enrolled,BEN001547,100.0,none,,,,,,
HH001553,Anita Kumar,Delhi,already_enrolled,BEN001553,100.0,none,,,,,,
HH001565,Sunita Singh,Delhi,already_enrolled,BEN001565,100.0,none,,,,,,
HH001606,Anil Verma,Delhi,already_enrolled,BEN001271,93.0909090909091,none,,,,,,
HH001613,Deepa Sharma,Delhi,already_enrolled,BEN001958,93.0909090909091,none,,,,,,
HH001647,Deepa Kumar,Delhi,already_enrolled,BEN001647,100.0,none,,,,,,
HH001689,Priya Sharma,Delhi,already_enrolled,BEN001689,100.0,none,,,,,,
HH001759,Kumar Gupta,Delhi,already_enrolled,BEN001759,100.0,none,,,,,,
HH001768,Anita Kumar,Delhi,already_enrolled,BEN001768,100.0,none,,,,,,
HH001787,Priya Singh,Delhi,already_enrolled,BEN001787,100.0,none,,,,,,
HH001790,Vikram Sharma,Delhi,already_enrolled,BEN001790,100.0,none,,,,,,
HH001818,Sunita Verma,Delhi,already_enrolled,BEN001818,100.0,none,,,,,,
HH001829,Vikram Kumar,Delhi,already_enrolled,BEN001829,100.0,none,,,,,,
HH001835,Vikram Gupta,Delhi,already_enrolled,BEN001835,100.0,none,,,,,,
HH001861,Rajesh Kumar,Delhi,already_enrolled,BEN001861,100.0,none,,,,,,
HH001890,Rajesh Patel,Delhi,already_enrolled,BEN001890,100.0,none,,,,,,
HH001907,Anil Singh,Delhi,already_enrolled,BEN001907,100.0,none,,,,,,
HH001936,Priya Patel,Delhi,already_enrolled,BEN001936,100.0,none,,,,,,
HH001937,Vikram Singh,Delhi,already_enrolled,BEN001937,100.0,none,,,,,,
HH001945,Anita Verma,Delhi,already_enrolled,BEN001945,100.0,none,,,,,,
HH001955,Deepa Singh,Delhi,already_enrolled,BEN001955,100.0,none,,,,,,
HH001957,Sunita Verma,Delhi,already_enrolled,BEN001957,100.0,none,,,,,,
HH001958,Deepa Sharma,Delhi,already_enrolled,BEN001958,100.0,none,,,,,,
HH001999,Deepa Khan,Delhi,already_enrolled,BEN001999,100.0,none,,,,,,
HH002010,Deepa Singh,Delhi,already_enrolled,BEN002010,100.0,none,,,,,,
HH002027,Deepa Sharma,Delhi,already_enrolled,BEN002027,100.0,none,,,,,,
HH002045,Anita Sharma,Delhi,already_enrolled,BEN002045,100.0,none,,,,,,
HH002061,Vikram Sharma,Delhi,already_enrolled,BEN002061,100.0,none,,,,,,
HH002065,Anil Kumar,Delhi,already_enrolled,BEN002065,100.0,none,,,,,,
HH002102,Kumar Singh,Delhi,already_enrolled,BEN002102,100.0,none,,,,,,
HH002130,Rajesh Gupta,Delhi,already_enrolled,BEN002130,100.0,none,,,,,,
HH002134,Deepa Verma,Delhi,already_enrolled,BEN002134,100.0,none,,,,,,
HH002157,Vikram Patel,Delhi,already_enrolled,BEN002157,100.0,none,,,,,,
HH002173,Sunita Singh,Delhi,already_enrolled,BEN002173,100.0,none,,,,,,
HH002229,Deepa Singh,Delhi,already_enrolled,BEN002229,100.0,none,,,,,,
HH002238,Anita Sharma,Delhi,already_enrolled,BEN002238,100.0,none,,,,,,
HH002239,Anita Kumar,Delhi,already_enrolled,BEN002239,100.0,none,,,,,,
HH002263,Deepa Kumar,Delhi,already_enrolled,BEN004278,93.0909090909091,none,,,,,,
HH002272,Vikram Verma,Delhi,already_enrolled,BEN002272,100.0,none,,,,,,
HH002295,Deepa Patel,Delhi,already_enrolled,BEN002295,100.0,none,,,,,,
HH002323,Priya Patel,Delhi,already_enrolled,BEN002323,100.0,none,,,,,,
HH002336,Rajesh Patel,Delhi,already_enrolled,BEN002336,100.0,none,,,,,,
HH002337,Vikram Gupta,Delhi,already_enrolled,BEN002337,100.0,none,,,,,,
HH002345,Priya Sharma,Delhi,already_enrolled,BEN002345,100.0,none,,,,,,
HH002358,Anil Patel,Delhi,already_enrolled,BEN002358,100.0,none,,,,,,
HH002360,Vikram Kumar,Delhi,already_enrolled,BEN002360,100.0,none,,,,,,
HH002401,Anil Sharma,Delhi,already_enrolled,BEN002401,100.0,none,,,,,,
HH002404,Kumar Gupta,Delhi,already_enrolled,BEN002404,100.0,none,,,,,,
HH002418,Vikram Verma,Delhi,already_enrolled,BEN002418,100.0,none,,,,,,
HH002441,Deepa Gupta,Delhi,already_enrolled,BEN001441,100.0,none,,,,,,
HH002480,Anil Gupta,Delhi,already_enrolled,BEN002480,100.0,none,,,,,,
HH002500,Anil Reddy,Delhi,already_enrolled,BEN002500,100.0,none,,,,,,
HH002514,Kumar Reddy,Delhi,already_enrolled,BEN004380,89.45454545454545,none,,,,,,
HH002523,Sunita Sharma,Delhi,already_enrolled,BEN002523,100.0,none,,,,,,
HH002538,Rajesh Khan,Delhi,already_enrolled,BEN002538,100.0,none,,,,,,
HH002558,Priya Patel,Delhi,already_enrolled,BEN002558,100.0,none,,,,,,
HH002614,Rajesh Sharma,Delhi,already_enrolled,BEN002614,100.0,none,,,,,,
HH002617,Sunita Sharma,Delhi,already_enrolled,BEN002617,100.0,none,,,,,,
HH002632,Anita Patel,Delhi,already_enrolled,BEN002632,100.0,none,,,,,,
HH002652,Deepa Khan,Delhi,already_enrolled,BEN000615,93.0909090909091,none,,,,,,
HH002656,Sunita Singh,Delhi,already_enrolled,BEN002656,100.0,none,,,,,,
HH002663,Rajesh Reddy,Delhi,already_enrolled,BEN002663,100.0,none,,,,,,
HH002683,Priya Sharma,Delhi,already_enrolled,BEN002683,100.0,none,,,,,,
HH002705,Kumar Kumar,Delhi,already_enrolled,BEN002705,100.0,none,,,,,,
HH002708,Kumar Verma,Delhi,already_enrolled,BEN002708,100.0,none,,,,,,
HH002714,Sunita Kumar,Delhi,already_enrolled,BEN002714,100.0,none,,,,,,
HH002715,Vikram Kumar,Delhi,already_enrolled,BEN002715,100.0,none,,,,,,
HH002717,Anita Kumar,Delhi,already_enrolled,BEN002717,100.0,none,,,,,,
HH002719,Priya Gupta,Delhi,already_enrolled,BEN002812,96.72727272727273,none,,,,,,
HH002730,Anita Patel,Delhi,already_enrolled,BEN002730,100.0,none,,,,,,
HH002767,Sunita Reddy,Delhi,already_enrolled,BEN001057,93.0909090909091,none,,,,,,
HH002773,Rajesh Gupta,Delhi,already_enrolled,BEN002130,93.0909090909091,none,,,,,,
HH002808,Kumar Gupta,Delhi,already_enrolled,BEN002808,100.0,none,,,,,,
HH002812,Priya Gupta,Delhi,already_enrolled,BEN002812,100.0,none,,,,,,
HH002824,Anil Patel,Delhi,already_enrolled,BEN002824,100.0,none,,,,,,
HH002833,Kumar Singh,Delhi,already_enrolled,BEN002833,100.0,none,,,,,,
HH002834,Anil Gupta,Delhi,already_enrolled,BEN002834,100.0,none,,,,,,
HH002846,Rajesh Khan,Delhi,already_enrolled,BEN002846,100.0,none,,,,,,
HH002850,Kumar Gupta,Delhi,already_enrolled,BEN002850,100.0,none,,,,,,
HH002869,Vikram Singh,Delhi,already_enrolled,BEN002869,100.0,none,,,,,,
HH002877,Vikram Sharma,Delhi,already_enrolled,BEN002061,93.0909090909091,none,,,,,,
HH002903,Priya Khan,Delhi,already_enrolled,BEN002903,100.0,none,,,,,,
HH002922,Rajesh Reddy,Delhi,already_enrolled,BEN002922,100.0,none,,,,,,
HH002937,Anita Singh,Delhi,already_enrolled,BEN002937,100.0,none,,,,,,
HH002953,Priya Reddy,Delhi,already_enrolled,BEN002953,100.0,none,,,,,,
HH002960,Rajesh Patel,Delhi,already_enrolled,BEN002960,100.0,none,,,,,,
HH002982,Anil Singh,Delhi,already_enrolled,BEN002982,100.0,none,,,,,,
HH002985,Deepa Verma,Delhi,already_enrolled,BEN002985,100.0,none,,,,,,
HH002999,Deepa Patel,Delhi,already_enrolled,BEN002999,100.0,none,,,,,,
HH003027,Rajesh Kumar,Delhi,already_enrolled,BEN003027,100.0,none,,,,,,
HH003067,Vikram Patel,Delhi,already_enrolled,BEN003067,100.0,none,,,,,,
HH003095,Vikram Sharma,Delhi,already_enrolled,BEN003095,100.0,none,,,,,,
HH003102,Deepa Verma,Delhi,already_enrolled,BEN003102,100.0,none,,,,,,
HH003120,Rajesh Khan,Delhi,already_enrolled,BEN003120,100.0,none,,,,,,
HH003123,Vikram Verma,Delhi,already_enrolled,BEN000622,93.0909090909091,none,,,,,,
HH003126,Anita Singh,Delhi,already_enrolled,BEN003126,100.0,none,,,,,,
HH003140,Rajesh Sharma,Delhi,already_enrolled,BEN003140,100.0,none,,,,,,
HH003142,Anita Gupta,Delhi,already_enrolled,BEN003142,100.0,none,,,,,,
HH003148,Anita Kumar,Delhi,already_enrolled,BEN003148,100.0,none,,,,,,
HH003164,Vikram Patel,Delhi,already_enrolled,BEN003164,100.0,none,,,,,,
HH003171,Kumar Singh,Delhi,already_enrolled,BEN004141,96.72727272727273,none,,,,,,
HH003193,Sunita Patel,Delhi,already_enrolled,BEN003193,100.0,none,,,,,,
HH003216,Anita Sharma,Delhi,already_enrolled,BEN003216,100.0,none,,,,,,
HH003235,Priya Kumar,Delhi,already_enrolled,BEN003235,100.0,none,,,,,,
HH003240,Deepa Singh,Delhi,already_enrolled,BEN003240,100.0,none,,,,,,
HH003274,Kumar Kumar,Delhi,already_enrolled,BEN003274,100.0,none,,,,,,
HH003291,Priya Kumar,Delhi,already_enrolled,BEN003235,96.72727272727273,none,,,,,,
HH003350,Kumar Singh,Delhi,already_enrolled,BEN003350,100.0,none,,,,,,
HH003367,Kumar Kumar,Delhi,already_enrolled,BEN003367,100.0,none,,,,,,
HH003370,Deepa Singh,Delhi,already_enrolled,BEN003370,100.0,none,,,,,,
HH003407,Rajesh Khan,Delhi,already_enrolled,BEN003407,100.0,none,,,,,,
HH003440,Priya Kumar,Delhi,already_enrolled,BEN003440,100.0,none,,,,,,
HH003453,Vikram Reddy,Delhi,already_enrolled,BEN003453,100.0,none,,,,,,
HH003505,Anil Gupta,Delhi,already_enrolled,BEN003505,100.0,none,,,,,,
HH003542,Sunita Gupta,Delhi,already_enrolled,BEN003542,100.0,none,,,,,,
HH003585,Rajesh Reddy,Delhi,already_enrolled,BEN000261,89.45454545454545,none,,,,,,
HH003590,Priya Khan,Delhi,already_enrolled,BEN003590,100.0,none,,,,,,
HH003591,Anita Verma,Delhi,already_enrolled,BEN000881,93.0909090909091,none,,,,,,
HH003601,Vikram Singh,Delhi,already_enrolled,BEN003601,100.0,none,,,,,,
HH003608,Priya Kumar,Delhi,already_enrolled,BEN003608,100.0,none,,,,,,
HH003611,Kumar Kumar,Delhi,already_enrolled,BEN003611,100.0,none,,,,,,
HH003628,Anil Reddy,Delhi,already_enrolled,BEN003628,100.0,none,,,,,,
HH003635,Kumar Sharma,Delhi,already_enrolled,BEN003635,100.0,none,,,,,,
HH003684,Deepa Singh,Delhi,already_enrolled,BEN003684,100.0,none,,,,,,
HH003689,Kumar Patel,Delhi,already_enrolled,BEN003689,100.0,none,,,,,,
HH003737,Rajesh Singh,Delhi,already_enrolled,BEN003737,100.0,none,,,,,,
HH003744,Anil Gupta,Delhi,already_enrolled,BEN003744,100.0,none,,,,,,
HH003752,Rajesh Sharma,Delhi,already_enrolled,BEN003752,100.0,none,,,,,,
HH003761,Priya Patel,Delhi,already_enrolled,BEN003761,100.0,none,,,,,,
HH003804,Anita Sharma,Delhi,already_enrolled,BEN003804,100.0,none,,,,,,
HH003818,Priya Khan,Delhi,already_enrolled,BEN003818,100.0,none,,,,,,
HH003819,Anita Kumar,Delhi,already_enrolled,BEN003819,100.0,none,,,,,,
HH003827,Sunita Reddy,Delhi,already_enrolled,BEN003827,100.0,none,,,,,,
HH003834,Deepa Verma,Delhi,already_enrolled,BEN003834,100.0,none,,,,,,
HH003840,Kumar Khan,Delhi,already_enrolled,BEN000547,93.0909090909091,none,,,,,,
HH003844,Anita Verma,Delhi,already_enrolled,BEN003844,100.0,none,,,,,,
HH003867,Sunita Sharma,Delhi,already_enrolled,BEN003867,100.0,none,,,,,,
HH003934,Anita Patel,Delhi,already_enrolled,BEN003934,100.0,none,,,,,,
HH003938,Rajesh Verma,Delhi,already_enrolled,BEN003938,100.0,none,,,,,,
HH003959,Anita Singh,Delhi,already_enrolled,BEN003959,100.0,none,,,,,,
HH003962,Anita Patel,Delhi,already_enrolled,BEN003962,100.0,none,,,,,,
HH003982,Anil Kumar,Delhi,already_enrolled,BEN000564,89.45454545454545,none,,,,,,
HH003988,Deepa Singh,Delhi,already_enrolled,BEN003684,96.72727272727273,none,,,,,,
HH003994,Vikram Kumar,Delhi,already_enrolled,BEN000736,89.45454545454545,none,,,,,,
HH004004,Anita Singh,Delhi,already_enrolled,BEN004004,100.0,none,,,,,,
HH004013,Sunita Gupta,Delhi,already_enrolled,BEN004013,100.0,none,,,,,,
HH004026,Anil Patel,Delhi,already_enrolled,BEN004026,100.0,none,,,,,,
HH004031,Rajesh Reddy,Delhi,already_enrolled,BEN004031,100.0,none,,,,,,
HH004046,Anil Verma,Delhi,already_enrolled,BEN004190,93.0909090909091,none,,,,,,
HH004048,Vikram Reddy,Delhi,already_enrolled,BEN004048,100.0,none,,,,,,
HH004071,Priya Gupta,Delhi,already_enrolled,BEN004071,100.0,none,,,,,,
HH004072,Rajesh Khan,Delhi,already_enrolled,BEN004905,93.0909090909091,none,,,,,,
HH004095,Rajesh Patel,Delhi,already_enrolled,BEN001890,93.0909090909091,none,,,,,,
HH004111,Vikram Singh,Delhi,already_enrolled,BEN004111,100.0,none,,,,,,
HH004113,Anita Kumar,Delhi,already_enrolled,BEN004113,100.0,none,,,,,,
HH004115,Anita Reddy,Delhi,already_enrolled,BEN004115,100.0,none,,,,,,
HH004141,Kumar Singh,Delhi,already_enrolled,BEN004141,100.0,none,,,,,,
HH004144,Deepa Khan,Delhi,already_enrolled,BEN004144,100.0,none,,,,,,
HH004148,Sunita Kumar,Delhi,already_enrolled,BEN004239,93.0909090909091,none,,,,,,
HH004155,Deepa Gupta,Delhi,already_enrolled,BEN004155,100.0,none,,,,,,
HH004162,Rajesh Verma,Delhi,already_enrolled,BEN004162,100.0,none,,,,,,
HH004170,Deepa Khan,Delhi,already_enrolled,BEN004170,100.0,none,,,,,,
